Name,Position,,,Rotation
plateDinner (2),(-0.7, 1.4, 3.6),(0.0, 0.0, 0.0, 1.0)
plateDinner (16),(-0.7, 1.5, 3.6),(0.0, 0.0, 0.0, 1.0)
plateDinner (5),(-0.7, 1.4, 3.6),(0.0, 0.0, 0.0, 1.0)
plateDinner (17),(-0.7, 1.5, 3.6),(0.0, 0.0, 0.0, 1.0)
plateDinner (7),(-0.7, 1.5, 3.6),(0.0, 0.0, 0.0, 1.0)
plateDinner (6),(-0.7, 1.4, 3.6),(0.0, 0.0, 0.0, 1.0)
plateDinner (13),(-0.7, 1.5, 3.6),(0.0, 0.0, 0.0, 1.0)
plateDinner (12),(-0.7, 1.6, 3.6),(0.0, 0.0, 0.0, 1.0)
plateDinner (3),(-0.7, 1.4, 3.6),(0.0, 0.0, 0.0, 1.0)
plateDinner (8),(-0.7, 1.4, 3.6),(0.0, 0.0, 0.0, 1.0)
plateDinner (10),(-0.7, 1.5, 3.6),(0.0, 0.0, 0.0, 1.0)
PlatesStack(Clone): 1,(-0.7, 1.4, 3.7),(0.0, 1.0, 0.0, 0.0)
knife (4),(-0.5, 1.0, 3.6),(0.0, 0.0, 0.0, 1.0)
knife (3),(-0.5, 1.0, 3.6),(0.0, 0.0, 0.0, 1.0)
fork (4),(-0.6, 1.0, 3.6),(0.0, 0.0, 0.0, 1.0)
fork (3),(-0.6, 1.0, 3.6),(0.0, 0.0, 0.0, 1.0)
spoon (4),(-0.9, 1.0, 3.6),(0.0, 0.0, 0.0, 1.0)
spoon (3),(-0.8, 1.0, 3.6),(0.0, 0.0, 0.0, 1.0)
fork (2),(-0.7, 1.0, 3.6),(0.0, 0.0, 0.0, 1.0)
knife (2),(-0.6, 1.0, 3.6),(0.0, 0.0, 0.0, 1.0)
spoon (2),(-0.7, 1.0, 3.6),(0.0, 0.0, 0.0, 1.0)
UtensilsRow(Clone): 1,(-0.7, 1.1, 3.7),(0.0, 1.0, 0.0, 0.0)
knife (4),(-0.1, 0.7, 3.6),(0.0, 0.0, 0.0, 1.0)
knife (3),(-0.1, 0.7, 3.6),(0.0, 0.0, 0.0, 1.0)
fork (4),(-0.2, 0.7, 3.6),(0.0, 0.0, 0.0, 1.0)
fork (3),(-0.2, 0.7, 3.6),(0.0, 0.0, 0.0, 1.0)
spoon (4),(-0.4, 0.7, 3.6),(0.0, 0.0, 0.0, 1.0)
spoon (3),(-0.4, 0.7, 3.6),(0.0, 0.0, 0.0, 1.0)
fork (2),(-0.3, 0.7, 3.6),(0.0, 0.0, 0.0, 1.0)
knife (2),(-0.1, 0.7, 3.6),(0.0, 0.0, 0.0, 1.0)
spoon (2),(-0.3, 0.7, 3.6),(0.0, 0.0, 0.0, 1.0)
UtensilsRow(Clone): 1,(-0.3, 0.8, 3.7),(0.0, 1.0, 0.0, 0.0)
bookCoversA(Clone): 1,(-0.3, 1.8, 3.5),(-0.7, 0.0, 0.0, 0.7)
bookCoversB(Clone): 1,(-0.7, 1.8, 3.5),(-0.7, 0.0, 0.0, 0.7)
bookD (4),(1.7, 0.1, 3.5),(-0.7, -0.7, 0.3, 0.3)
bookD (3),(1.7, 0.1, 3.5),(-0.7, -0.7, 0.3, 0.3)
bookD,(1.7, 0.2, 3.5),(-0.7, -0.7, 0.3, 0.3)
GreenBooksStack(Clone): 1,(1.7, 0.2, 3.5),(0.0, -0.9, 0.0, -0.4)
bookA (7),(1.6, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (6),(1.6, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (5),(1.5, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (4),(1.3, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (3),(1.3, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (1),(1.4, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA,(1.5, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
BlueBooksRow(Clone): 1,(1.5, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (7),(1.2, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (5),(1.1, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (4),(0.9, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (3),(0.9, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (2),(1.0, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (1),(1.0, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA,(1.1, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
BlueBooksRow(Clone): 1,(1.1, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (7),(0.4, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (6),(0.4, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (5),(0.3, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (4),(0.1, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (3),(0.1, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (2),(0.2, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC,(0.3, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
BlackBooksRow(Clone): 1,(0.3, 0.1, 3.5),(0.0, 1.0, 0.0, 0.0)
bookD (4),(1.7, 0.4, 3.5),(0.7, 0.7, 0.0, 0.0)
bookD (3),(1.7, 0.4, 3.5),(0.7, 0.7, 0.0, 0.0)
bookD,(1.7, 0.5, 3.5),(0.7, 0.7, 0.0, 0.0)
GreenBooksStack(Clone): 1,(1.7, 0.5, 3.5),(0.0, 0.7, 0.0, 0.7)
bookD (7),(1.6, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookD (6),(1.6, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookD (5),(1.5, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookD (4),(1.3, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookD (3),(1.3, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookD (2),(1.4, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookD (1),(1.4, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
GreenBooksRow(Clone): 1,(1.5, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (7),(1.2, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (6),(1.2, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (5),(1.1, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (4),(0.9, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (3),(0.9, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (1),(1.0, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC,(1.1, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
BlackBooksRow(Clone): 1,(1.1, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB (7),(0.8, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB (6),(0.8, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB (4),(0.5, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB (3),(0.5, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB (2),(0.6, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB (1),(0.6, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB,(0.7, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
RedBooksRow(Clone): 1,(0.7, 0.3, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB (3),(1.7, 1.2, 3.5),(-0.7, -0.7, -0.2, -0.2)
bookB (2),(1.7, 1.1, 3.5),(-0.7, -0.7, -0.2, -0.2)
bookB (1),(1.7, 1.1, 3.5),(-0.7, -0.7, -0.2, -0.2)
bookB,(1.7, 1.2, 3.5),(-0.7, -0.7, -0.2, -0.2)
RedBooksStack(Clone): 1,(1.7, 1.2, 3.5),(0.0, -0.5, 0.0, -0.9)
bookC (7),(1.6, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (6),(1.6, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (5),(1.5, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (4),(1.3, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (3),(1.3, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (1),(1.4, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC,(1.5, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
BlackBooksRow(Clone): 1,(1.5, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookD (7),(0.8, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookD (6),(0.8, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookD (5),(0.7, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookD (4),(0.5, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookD (2),(0.6, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookD (1),(0.6, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookD,(0.7, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
GreenBooksRow(Clone): 1,(0.7, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (7),(0.4, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (5),(0.3, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (4),(0.1, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (3),(0.1, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (2),(0.2, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA (1),(0.2, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookA,(0.3, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
BlueBooksRow(Clone): 1,(0.3, 1.0, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB (3),(0.2, 1.5, 3.5),(-0.7, -0.7, -0.3, -0.3)
bookB (2),(0.2, 1.4, 3.5),(-0.7, -0.7, -0.3, -0.3)
bookB (1),(0.2, 1.4, 3.5),(-0.7, -0.7, -0.3, -0.3)
bookB,(0.2, 1.5, 3.5),(-0.7, -0.7, -0.3, -0.3)
RedBooksStack(Clone): 1,(0.2, 1.5, 3.5),(0.0, -0.4, 0.0, -0.9)
bookC (7),(1.5, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (5),(1.4, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (4),(1.2, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (3),(1.2, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (2),(1.3, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (1),(1.3, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC,(1.4, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
BlackBooksRow(Clone): 1,(1.4, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (7),(1.1, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (6),(1.1, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (5),(1.0, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (3),(0.8, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (2),(0.9, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC (1),(0.9, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookC,(1.0, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
BlackBooksRow(Clone): 1,(1.0, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB (7),(0.7, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB (6),(0.7, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB (4),(0.4, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB (3),(0.4, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB (2),(0.5, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB (1),(0.5, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookB,(0.6, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
RedBooksRow(Clone): 1,(0.6, 1.4, 3.5),(0.0, 1.0, 0.0, 0.0)
bookCoversA(Clone): 1,(1.6, 1.8, 3.5),(0.7, 0.0, 0.0, -0.7)
bookCoversB(Clone): 1,(1.3, 1.8, 3.5),(-0.7, 0.0, 0.0, 0.7)
bookCoversA(Clone): 1,(0.9, 1.8, 3.5),(0.7, 0.0, 0.0, -0.7)
bookCoversA(Clone): 1,(0.6, 1.8, 3.5),(0.7, 0.0, 0.0, -0.7)
bookCoversB(Clone): 1,(0.2, 1.8, 3.5),(-0.7, 0.0, 0.0, 0.7)
PictureFrameD(Clone): 1,(-1.5, 0.7, -2.7),(0.0, 1.0, 0.1, 0.0)
PictureFrameA(Clone): 1,(-2.1, 0.7, -2.5),(0.0, 1.0, 0.1, 0.1)
bookB (38),(-1.7, 0.8, -2.3),(-0.7, 0.7, -0.1, 0.1)
bookB (37),(-1.7, 0.8, -2.3),(-0.7, 0.7, 0.0, 0.0)
booksTwo(Clone): 1,(-1.7, 0.8, -2.3),(-0.7, 0.7, 0.0, 0.0)
Particle System,(-1.3, 0.8, -2.3),(0.0, 1.0, 0.0, 0.0)
Particle System,(-1.3, 0.8, -2.3),(0.0, 1.0, 0.0, 0.0)
Point light,(-1.3, 0.9, -2.3),(0.0, 1.0, 0.0, 0.0)
LampOil(Clone): 1,(-1.3, 0.7, -2.3),(0.0, 1.0, 0.0, 0.0)
PictureFrameA(Clone): 1,(-0.9, 0.7, -2.4),(0.0, 1.0, 0.1, -0.2)
SPDWD1 (4),(-1.5, 0.7, -2.7),(0.0, 1.0, 0.1, 0.0)
SPDWD1 (3),(-2.1, 0.7, -2.5),(0.0, 1.0, 0.1, 0.1)
SPDWD1 (2),(-1.7, 0.8, -2.3),(-0.7, 0.7, 0.0, 0.0)
SPDWD1 (1),(-1.3, 0.7, -2.3),(0.0, 1.0, 0.0, 0.0)
SPDWD1,(-0.9, 0.7, -2.4),(0.0, 1.0, 0.1, -0.2)
DeskWithDrawers(Clone): 12,(-1.5, 0.0, -2.5),(0.0, 1.0, 0.0, 0.0)
sofa(Clone): 11,(-1.5, 0.0, -0.7),(0.0, 0.7, 0.0, -0.7)
bookSingle(Clone): 1,(2.6, 0.8, -3.6),(0.0, 0.0, -0.7, 0.7)
tableClothA,(2.3, 0.9, -3.6),(0.0, 0.0, 0.0, 1.0)
ClothForArmoire(Clone): 1,(2.3, 0.8, -3.6),(0.0, 0.0, 0.0, 1.0)
SPD1 (1),(2.7, 0.8, -3.6),(0.0, 0.0, -0.7, 0.7)
SPD1,(2.3, 0.8, -3.6),(0.0, 0.0, 0.0, 1.0)
Dresser(Clone): 10,(2.5, 0.0, -3.6),(0.0, 0.0, 0.0, 1.0)
SPA1 right 2,(-0.3, 1.4, 3.7),(0.0, 1.0, 0.0, 0.0)
SPA1 right 1,(-0.3, 1.1, 3.7),(0.0, 1.0, 0.0, 0.0)
SPA1 left 2,(-0.7, 1.4, 3.7),(0.0, 1.0, 0.0, 0.0)
SPA1 left 1,(-0.7, 1.1, 3.7),(0.0, 1.0, 0.0, 0.0)
SPA1 bot 2,(-0.3, 0.8, 3.7),(0.0, 1.0, 0.0, 0.0)
SPA1 top 2,(-0.3, 1.8, 3.5),(-0.7, 0.0, 0.0, 0.7)
SPA1 top 1,(-0.7, 1.8, 3.5),(-0.7, 0.0, 0.0, 0.7)
armoire(Clone): 9,(-0.5, 0.0, 3.7),(0.0, 1.0, 0.0, 0.0)
bookA (5),(-1.7, 0.1, -3.5),(-0.3, -0.3, -0.7, -0.7)
bookA (4),(-1.7, 0.1, -3.5),(-0.3, -0.3, -0.7, -0.7)
bookA (3),(-1.7, 0.3, -3.5),(-0.3, -0.3, -0.7, -0.7)
bookA (2),(-1.7, 0.2, -3.5),(-0.3, -0.3, -0.7, -0.7)
bookA,(-1.7, 0.2, -3.5),(-0.3, -0.3, -0.7, -0.7)
BlueBookStack(Clone): 1,(-1.7, 0.2, -3.5),(0.0, 0.4, 0.0, -0.9)
bookA (7),(-1.2, 0.1, -3.5),(0.0, 0.0, -0.1, 1.0)
bookA (4),(-0.9, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookA (3),(-0.9, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookA (2),(-1.0, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookA (1),(-1.0, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookA,(-1.1, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
BlueBooksRowB(Clone): 1,(-1.1, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookA (7),(-0.8, 0.1, -3.5),(0.0, 0.0, -0.1, 1.0)
bookA (4),(-0.5, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookA (3),(-0.5, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookA (2),(-0.6, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookA (1),(-0.6, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookA,(-0.7, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
BlueBooksRowB(Clone): 1,(-0.7, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (7),(-0.4, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (6),(-0.4, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (5),(-0.3, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (4),(-0.1, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (2),(-0.2, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (1),(-0.2, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB,(-0.3, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
RedBooksRow(Clone): 1,(-0.3, 0.1, -3.5),(0.0, 0.0, 0.0, 1.0)
bookD (4),(-0.2, 0.8, -3.5),(0.3, 0.3, -0.7, -0.7)
bookD (3),(-0.2, 0.7, -3.5),(0.3, 0.3, -0.7, -0.7)
bookD,(-0.2, 0.8, -3.5),(0.3, 0.3, -0.7, -0.7)
GreenBooksStack(Clone): 1,(-0.2, 0.8, -3.5),(0.0, 0.9, 0.0, -0.4)
bookC (7),(-1.5, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookC (6),(-1.5, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookC (5),(-1.4, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookC (4),(-1.2, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookC (2),(-1.3, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookC (1),(-1.3, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookC,(-1.4, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
BlackBooksRow(Clone): 1,(-1.4, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (7),(-1.1, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (6),(-1.1, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (5),(-1.0, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (3),(-0.8, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (2),(-0.9, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (1),(-0.9, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB,(-1.0, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
RedBooksRow(Clone): 1,(-1.0, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (7),(-0.7, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (6),(-0.7, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (5),(-0.6, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (4),(-0.4, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (2),(-0.5, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB (1),(-0.5, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookB,(-0.6, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
RedBooksRow(Clone): 1,(-0.6, 0.7, -3.5),(0.0, 0.0, 0.0, 1.0)
bookD (4),(-1.7, 1.1, -3.5),(0.2, 0.2, -0.7, -0.7)
bookD (3),(-1.7, 1.1, -3.5),(0.2, 0.2, -0.7, -0.7)
bookD,(-1.7, 1.2, -3.5),(0.2, 0.2, -0.7, -0.7)
GreenBooksStack(Clone): 1,(-1.7, 1.2, -3.5),(0.0, 0.9, 0.0, -0.5)
bookA (7),(-1.6, 1.0, -3.5),(0.0, 0.0, 0.0, 1.0)
bookA (6),(-1.6, 1.0, -3.5),(0.0, 0.0, 0.0, 1.0)
bookA (5),(-1.5, 1.0, -3.5),(0.0, 0.0, 0.0, 1.0)
bookA (4),(-1.3, 1.0, -3.5),(0.0, 0.0, 0.0, 1.0)
bookA (3),(-1.3, 1.0, -3.5),(0.0, 0.0, 0.0, 1.0)
bookA (2),(-1.4, 1.0, -3.5),(0.0, 0.0, 0.0, 1.0)
bookA (1),(-1.4, 1.0, -3.5),(0.0, 0.0, 0.0, 1.0)
BlueBooksRow(Clone): 1,(-1.5, 1.0, -3.5),(0.0, 0.0, 0.0, 1.0)
bookD (7),(-1.2, 1.0, -3.5),(0.0, 0.0, 0.0, 1.0)
bookD (5),(-1.1, 1.0, -3.5),(0.0, 0.0, 0.0, 1.0)
bookD (4),(-0.9, 1.0, -3.5),(0.0, 0.0, 0.0, 1.0)
bookD (3),(-0.9, 1.0, -3.5),(0.0, 0.0, 0.0, 1.0)
bookD (2),(-1.0, 1.0, -3.5),(0.0, 0.0, 0.0, 1.0)
